word,status,calification,definition,word_length,language
OVAR,true,"""verbo intransitivo""","""Poner huevos""",4,esp
ÓVIDO,true,"""adjetivo""","""Dicho de un mamífero Del grupo de los rumiantes de la familia de los bóvidos en muchos casos cubierto de abundante lana con cuernos de sección triangular y retorcidos en espiral o encorvados hacia atrás el carnero o la cabra""",5,esp
OCENA,true,"""nombre femenino""","""Fetidez patológica de la membrana pituitaria""",5,esp
PACÓN,true,"""nombre masculino""","""árbol chumbimbo jaboncillo""",5,esp
PACA,true,"""nombre femenino""","""Mamífero roedor de unos de longitud de pelaje espeso y lacio pardo con manchas blancas por el lomo y rojizo por el cuello vientre y costados con cola y pies muy cortos hocico agudo y orejas pequeñas y redondas que es propio de en cuyos montes vive en madrigueras se alimenta de vegetales gruñe como el cerdo se domestica con facilidad y su carne es comestible capa guanta2 lapa3 tepeizcuinte tepezcuinte tepezcuintle""",4,esp
PAJÓN,true,"""nombre masculino""","""Caña alta y gruesa de las rastrojeras""",5,esp
PALÓN,true,"""nombre masculino""","""Insignia semejante a la bandera de la cual se distingue en ser una cuarta parte más larga que ancha con cuatro farpas o puntas redondas en el extremo""",5,esp
PANJÍ,true,"""nombre masculino""","""árbol del paraíso.""",5,esp
PAPÍN,true,"""nombre masculino""","""Especie de dulce casero""",5,esp
PAPÓN,true,"""nombre masculino""","""Fantasma para meter miedo como el bu o el coco""",5,esp
PAPÚA,true,"""adjetivo""","""papú""",5,esp
PAPA,true,"""nombre masculino""","""Sumo pontífice romano vicario de Cristo sucesor de san en el gobierno universal de la Iglesia católica de la cual es cabeza visible y padre espiritual de todos los fieles pontífice vicediós vicecristo""",4,esp
PARNÉ,true,"""nombre masculino""","""moneda corriente dinero moneda efectivo numerario pasta cuartos guita moni tela1 lana plata billete morlaco2 feria real2 pisto bolas mango3 guano2 maracandacas""",5,esp
PANTI,true,"""nombre masculino""","""Prenda femenina a modo de leotardo de tejido fino y muy elástico panty pantimedia media2 leotardo""",5,esp
PATÁN,true,"""nombre masculino y femenino""","""Aldeano o rústico""",5,esp
PÁTER,true,"""nombre masculino""","""sacerdote.""",5,esp
PATÍN,true,"""nombre masculino""","""petrel""",5,esp
PALI,true,"""adjetivo""","""Perteneciente o relativo al Léxico pali""",4,esp
PATÓN,true,"""adjetivo coloquial""","""Que tiene grandes patas""",5,esp
PAUJÍ,true,"""nombre masculino""","""Ave de la tropical del orden de las galliformes de cuerpo robusto cola larga y cresta de plumas eréctiles hacia adelante coloración negro lustroso con abdomen blanco cera amarilla que sostiene una prominencia bulbosa pico negruzco con punta clara y patas grisáceas pajuil paujil pajuila pajuilla""",5,esp
PAVÉS,true,"""nombre masculino""","""Escudo oblongo que se utilizaba para cubrir casi todo el cuerpo del combatiente escudo""",5,esp
PAVÍA,true,"""nombre femenino""","""Variedad del pérsico cuyo fruto tiene la piel lisa y la carne jugosa y pegada al hueso""",5,esp
PAVÓN,true,"""nombre masculino""","""pavo real.""",5,esp
PEER,true,"""verbo intransitivo""","""Arrojar o expeler la ventosidad del vientre por el ano ventosear pedorrear""",4,esp
PEDIO,true,"""adjetivo""","""Perteneciente o relativo al pie""",5,esp
PECERA,true,"""nombre femenino""","""Vasija o globo de cristal que se llena de agua y sirve para tener a la vista uno o varios peces acuario2 bocal1""",6,esp
PEBRE,true,"""nombre masculino o femenino""","""Salsa en que entran pimienta ajo perejil y vinagre y con la cual se sazonan diversas viandas""",5,esp
PEGÓN,true,"""adjetivo coloquial""","""Aficionado a pegar golpes a otros pegalón""",5,esp
PECAR,true,"""verbo intransitivo""","""Cometer un pecado caer faltar""",5,esp
PEÓN,true,"""nombre masculino y femenino""","""Jornalero que trabaja en cosas materiales que no requieren arte ni habilidad jornalero bracero obrero brazos macegual mensú mensual""",4,esp
PEPÓN,true,"""nombre masculino""","""fruto sandía""",5,esp
PEPA,true,"""nombre femenino""","""simiente de algunas frutas semilla pipo2 pepita2 pipa2""",4,esp
PELDE,true,"""nombre femenino poco usado""","""toque de campanas antes de amanecer apelde""",5,esp
PERDER,true,"""verbo transitivo""","""Dicho de una persona Dejar de tener o no hallar aquello que poseía sea por culpa o descuido del poseedor sea por contingencia o desgracia extraviar traspapelar refundir encontrar recuperar""",6,esp
PERA,true,"""nombre femenino""","""Fruto del peral""",4,esp
PÉSOL,true,"""nombre masculino""","""guisante""",5,esp
PEZÓN,true,"""nombre masculino""","""Parte central eréctil y más prominente de los pechos o tetas por donde en el caso de las hembras chupan los hijos la leche""",5,esp
PÍCEA,true,"""nombre femenino""","""Árbol parecido al abeto común del cual se distingue por tener las hojas puntiagudas y las piñas más delgadas y colgantes al extremo de las ramas superiores""",5,esp
PÍCEO,true,"""adjetivo""","""De""",5,esp
PICÓN,true,"""adjetivo""","""Dicho de una caballería De dientes incisivos superiores que sobresalen de los inferiores por lo cual no pueden cortar bien la hierba""",5,esp
PIDÓN,true,"""adjetivo coloquial""","""Que pide con frecuencia e importunidad""",5,esp
PIJÍN,true,"""nombre masculino coloquial""","""pelea garata cachimbeo peleada vergaceo vergueo despije""",5,esp
PÍLEO,true,"""nombre masculino""","""Capelo de los cardenales""",5,esp
PILÓN,true,"""nombre masculino""","""pan de azúcar.""",5,esp
CEÑIR,true,"""verbo transitivo""","""Rodear ajustar o apretar la cintura el cuerpo el vestido u otra cosa rodear abarcar abrazar envolver ajustar apretar estrechar comprimir oprimir amarrar desceñir aflojar""",5,esp
PIÑO,true,"""nombre masculino coloquial""","""cuerpo duro de la mandíbula diente""",4,esp
PICIA,true,"""nombre femenino coloquial""","""Acción incorrecta que causa daño o perjuicio""",5,esp
PIPI,true,"""nombre masculino coloquial""","""insecto parásito del hombre piojo parásito pedículo2 caranga carángano yaguané cáncano""",4,esp
PIFIAR,true,"""verbo transitivo""","""Reprobar mediante silbidos pitar1 silbar""",6,esp
PIPÓN,true,"""adjetivo""","""barrigudo barrigón guatón chunchoso tibombo""",5,esp
PIRÓN,true,"""nombre masculino""","""Pasta hecha de harina de mandioca cocida en caldo que se solía comer a modo de pan con el puchero""",5,esp
PIRRAR,true,"""verbo intransitivo""","""Encantar gustar mucho Les pirra el cine Se pirra por lo dulce encantar1 entusiasmar chiflar1 gustar pirriar""",6,esp
PIRA,true,"""nombre femenino""","""Hoguera en que antiguamente se quemaban los cuerpos de los difuntos y las víctimas de los sacrificios hoguera fuego candelada fogata hogar""",4,esp
PISÓN,true,"""nombre masculino""","""Instrumento pesado y grueso de forma por lo común de cono truncado que está provisto de un mango y sirve para apretar tierra piedras""",5,esp
PITÓN,true,"""nombre masculino""","""Cuerno que empieza a salir a algunos animales como el cordero el cabrito cuerno asta punzón""",5,esp
PAULAR,true,"""verbo intransitivo""","""Parlar o hablar unido al verbo maular Sin paular ni maular""",6,esp
PIUNE,true,"""nombre masculino""","""Árbol americano de la familia de las proteáceas de hojas grandes cubiertas de un vello color de orín por debajo y con racimos flojos de flores amarillas que se cría en los montes y se usa como medicamento""",5,esp
PÍVOT,true,"""nombre masculino y femenino""","""Jugador de baloncesto cuya misión básica consiste en situarse en las cercanías del tablero para recoger rebotes o anotar puntos""",5,esp
PLACA,true,"""nombre femenino""","""Plancha de metal u otra materia en general rígida y poco gruesa lámina plancha chapa hoja película clisé""",5,esp
PLAÑIR,true,"""verbo intransitivo""","""Gemir y llorar sollozando o clamando llorar sollozar gemir gimotear lamentarse gritar""",6,esp
ALEGAR,true,"""verbo transitivo""","""Dicho de una persona Citar o traer a favor de su propósito como prueba disculpa o defensa algún hecho dicho ejemplo aducir argüir exponer manifestar explicar fundamentar razonar declarar pretextar disculparse defenderse""",6,esp
COBLA,true,"""nombre femenino""","""composición poética copla""",5,esp
DOBLAR,true,"""verbo transitivo""","""Aumentar algo haciéndolo otro tanto más de lo que era Este año he doblado mis ingresos duplicar redoblar reduplicar""",6,esp
PODÓN,true,"""nombre masculino""","""Podadera grande y fuerte usada para podar y rozar podadera""",5,esp
LODRA,true,"""nombre femenino""","""nutria.""",5,esp
POÍNO,true,"""nombre masculino""","""Codal que sirve de encaje y sustenta las cubas en las bodegas""",5,esp
PÓLEX,true,"""nombre masculino desusado""","""Dedo pulgar""",5,esp
POLÍN,true,"""nombre masculino""","""Rodillo que se coloca debajo de fardos bultos de gran peso para que girando los transporte""",5,esp
PÓMEZ,true,"""nombre femenino""","""pumita""",5,esp
PONCÍ,true,"""adjetivo""","""poncil poncidre""",5,esp
PÓNEY,true,"""nombre masculino""","""poni""",5,esp
AONIO,true,"""adjetivo""","""de beocio""",5,esp
COPO,true,"""nombre masculino""","""Porción de nieve trabada que cae cuando nieva ampo""",4,esp
POPTÍ,true,"""adjetivo""","""jacalteca jacalteco""",5,esp
GORGA,true,"""nombre femenino""","""Alimento o comida para las aves de cetrería""",5,esp
PARGO,true,"""nombre masculino""","""Pez teleósteo del suborden de los acantopterigios común en los mares de muy semejante al pagel urta bocinegro""",5,esp
POS,true,"""nombre masculino desusado""","""postre.""",3,esp
POSÓN,true,"""nombre masculino""","""Asiento cilíndrico de esparto o anea serijo""",5,esp
BOTEAR,true,"""verbo intransitivo""","""Trasladar pasajeros en automóviles de alquiler o particulares en ruta fija o en trayectos diferentes""",6,esp
POSEER,true,"""verbo transitivo""","""Dicho de una persona Tener en su poder algo tener disponer disfrutar gozar atesorar ostentar detentar usufructuar tomar carecer""",6,esp
BREVE,true,"""adjetivo""","""De corta extensión o duración corto1 reducido limitado pequeño sucinto conciso lacónico escueto efímero momentáneo pasajero transitorio perecedero precario temporal1 fugaz exiguo largo extenso duradero""",5,esp
PRESI,true,"""nombre masculino y femenino""","""persona que preside un Gobierno o jefe del Estado presidente""",5,esp
PROBAR,true,"""verbo transitivo""","""Hacer examen y experimento de las cualidades de alguien o algo examinar ensayar verificar comprobar testar3""",6,esp
PROÍS,true,"""nombre masculino""","""Piedra u otra cosa en tierra en que se amarra la embarcación""",5,esp
PROÍZ,true,"""nombre masculino""","""proís.""",5,esp
PLIÉ,true,"""nombre masculino""","""Flexión más o menos completa de las rodillas""",4,esp
PÚBER,true,"""adjetivo""","""Que ha llegado a la pubertad pubescente púbero adolescente impúber impúbero""",5,esp
PODRIR,true,"""verbo transitivo""","""pudrir corromper descomponerse estropearse pasarse gangrenarse encarroñar conservar""",6,esp
PÚGIL,true,"""nombre masculino y femenino""","""boxeador pugilista luchador contendiente ñato""",5,esp
JULIA,true,"""nombre femenino coloquial""","""Furgón de la Policía para transportar detenidos""",5,esp
JULIO,true,"""nombre masculino""","""Séptimo mes del año que tiene días""",5,esp
CULI,true,"""nombre masculino""","""En la y otros países de Oriente trabajador o criado indígena""",4,esp
AUNAR,true,"""verbo transitivo""","""Unir confederar para algún fin unir juntar reunir asociar sumar coligar confederar concentrar coordinar congregar desunir separar""",5,esp
PUNGA,true,"""nombre masculino coloquial""","""carterista bolsista2 bolseador""",5,esp
PUCIA,true,"""nombre femenino""","""Vaso farmacéutico en forma de olla prolongada por la parte superior que se tapaba con otro igual pero más pequeño y servía para elaborar algunas infusiones y cocimientos que habían de hacerse en vaso cerrado""",5,esp
BUNIO,true,"""nombre masculino""","""Nabo que se deja para simiente y que crece y se endurece mucho""",5,esp
CURAR,true,"""verbo transitivo""","""Hacer que un enfermo o lesionado o una parte de su cuerpo enferma o dañada recupere la salud Curaron a en un hospital de la capital Le curó la pierna un médico muy famoso sanar enfermar""",5,esp
PURÍN,true,"""nombre masculino""","""Líquido formado por las orinas de los animales y lo que rezuma del estiércol""",5,esp
BURRO,true,"""nombre masculino y femenino""","""animal asno borrico jumento pollino rozno rucho1 rucio onagro garañón""",5,esp
CURRE,true,"""nombre masculino coloquial""","""acción de trabajar trabajo curro3 currelo""",5,esp
PUTÓN,true,"""nombre masculino""","""Mujer de comportamiento promiscuo y de indumentaria zafiamente provocativa""",5,esp
PUYÓN,true,"""nombre masculino""","""Pimpollo de algunas plantas como el maíz""",5,esp
QUEMÍ,true,"""nombre masculino""","""Especie de conejo ya extinguido que existió en""",5,esp
QUEPÍ,true,"""nombre masculino""","""quepis""",5,esp
KIF,true,"""nombre masculino""","""hachís chocolate costo3""",3,esp
QUI,true,"""pronombre relativo""","""Que quien""",3,esp
QUIZÁ,true,"""adverbio""","""Denota la posibilidad de que ocurra o sea cierto lo que se expresa Quizá llueva mañana Quizá sea verdad lo que dice Quizá trataron de engañarme quizás probablemente acaso ahí igual seguro""",5,esp
RABÓN,true,"""adjetivo""","""Dicho de un animal Que tiene el rabo más corto de lo que es normal en su especie o que no lo tiene chingo cuto1 jolín2 jolino chucuto choco tuso2 curto""",5,esp
BACHE,true,"""nombre masculino""","""Hoyo o desigualdad en el pavimento de calles carreteras o caminos hoyo badén socavón depresión agujero hundimiento rodada rodero2 hoyanco poceta pozo""",5,esp
CACHAR,true,"""verbo transitivo""","""Hacer cachos o pedazos algo""",6,esp
RADÓN,true,"""nombre masculino""","""Elemento químico radiactivo de perteneciente al grupo de los gases nobles con una vida media de cuatro días presente en el aire en pequeñísima cantidad incoloro muy pesado y radiotóxico y que se usa en radioterapia y como indicio de la existencia de uranio y de la inminencia de actividades sísmicas""",5,esp
RAER,true,"""verbo transitivo""","""Raspar algo con un instrumento áspero o cortante para quitar de su superficie pelos sustancias adheridas Raer el cuero raspar limar lijar1 legrar""",4,esp
RABERA,true,"""nombre femenino""","""Parte posterior de algo""",6,esp
RAMÓN,true,"""nombre masculino""","""Ramojo que cortan los pastores para apacentar los ganados en tiempo de muchas nieves o de rigurosa sequía""",5,esp
BASIS,true,"""nombre masculino o femenino""","""Base o fundamento""",5,esp
RATÓN,true,"""nombre masculino y femenino""","""Mamífero roedor de pequeño tamaño de hocico puntiagudo y cola larga de pelaje corto roedor rata1 laucha rato3 minero pericote2""",5,esp
RAULÍ,true,"""nombre masculino""","""Árbol de gran porte de la familia de las fagáceas con hojas caedizas oblongas doblemente aserradas pálidas en su cara interna y fruto muy erizado Es característico de los bosques andinos y de valor forestal por su madera""",5,esp
RAYÓN,true,"""nombre masculino""","""Filamento textil obtenido artificialmente y cuyas propiedades son parecidas a las de la seda""",5,esp
RAZÓN,true,"""nombre femenino""","""Facultad de discurrir entendimiento raciocinio intelecto inteligencia1 perspicacia sagacidad racionalidad juicio""",5,esp
BU,true,"""interjección""","""para asustar a los niños aludiendo a un fantasma o ser imaginario""",2,esp
CAI,true,"""nombre masculino desusado""","""cortina de muelle.""",3,esp
GAS,true,"""nombre masculino""","""Fluido que tiende a expandirse y que se caracteriza por su baja densidad como el aire fluido vapor efluvio vaho emanación""",3,esp
GIS,true,"""nombre masculino""","""clarión""",3,esp
REGAR,true,"""verbo transitivo""","""Esparcir agua sobre una superficie como la de la tierra para beneficiarla o la de una calle una sala para limpiarla o refrescarla irrigar asperjar rociar salpicar mojar empapar duchar rujiar""",5,esp
REHÉN,true,"""nombre masculino y femenino""","""Persona retenida por alguien como garantía para obligar a un tercero a cumplir determinadas condiciones prisionero cautivo preso""",5,esp
REHÚS,true,"""nombre masculino""","""Desecho desperdicio desperdicio desecho rebús rejús""",5,esp
REDAR,true,"""verbo transitivo""","""Echar la red de pescar""",5,esp
RECIO,true,"""adjetivo""","""Fuerte robusto vigoroso Era un hombre recio en extremo fuerte robusto vigoroso forzudo musculoso nervudo firme duro rígido poderoso agarrado débil endeble""",5,esp
IDA,true,"""nombre femenino""","""Acción de ir de un lugar a otro marcha partida desplazamiento traslado viaje1 vuelta venida""",3,esp
LEILA,true,"""nombre femenino""","""Fiesta o baile nocturno entre los moriscos""",5,esp
REBLE,true,"""nombre masculino""","""porción carnosa y redondeada""",5,esp
ILO,true,"""sufijo""","""Designa un radical químico Acetilo acilo etilo""",3,esp
IRA,true,"""nombre femenino""","""Sentimiento de indignación que causa enojo furia rabia cólera1 furor enojo indignación irritación1 vesania cabreo2 calma tranquilidad""",3,esp
RECRE,true,"""nombre masculino""","""Permiso a los prebendados para dejar de asistir al coro""",5,esp
REJÍN,true,"""nombre masculino""","""Raedera que ciertos arados de vertedera llevan delante de la reja principal y la cuchilla""",5,esp
REJÓN,true,"""nombre masculino""","""Barra de hierro cortante que remata en punta""",5,esp
REJÚS,true,"""nombre masculino""","""rehús rebús desecho desperdicio""",5,esp
RELEER,true,"""verbo transitivo""","""Leer de nuevo o volver a leer algo repasar revisar""",6,esp
HENIL,true,"""nombre masculino""","""Lugar donde se guarda el heno tenada""",5,esp
REÑIR,true,"""verbo transitivo""","""Reprender o corregir a alguien con algún rigor o amenaza regañar reprender amonestar reconvenir increpar abroncar sermonear alabar aprobar""",5,esp
PON,true,"""locución verbal""","""Ofrecer transporte""",3,esp
RETÍN,true,"""nombre masculino""","""Sonido vibrante del metal o del cristal""",5,esp
REINAR,true,"""verbo intransitivo""","""Ejercer en una monarquía la jefatura del Estado regir gobernar mandar imperar soberanear""",6,esp
REUNIR,true,"""verbo transitivo""","""Volver a unir desunir separar""",6,esp
LEVAR,true,"""verbo transitivo""","""Recoger arrancar y suspender el ancla que está fondeada izar alzar levantar subir recoger elevar""",5,esp
REVER,true,"""verbo transitivo""","""Volver a ver""",5,esp
REZÓN,true,"""nombre masculino""","""Ancla pequeña de cuatro uñas y sin cepo que sirve para embarcaciones menores ancla áncora""",5,esp
LIGIO,null,null,null,null,null
LIGUE,true,"""nombre masculino coloquial""","""Acción y efecto de entablar relaciones amorosas amorío flirteo coqueteo conquista rollo""",5,esp
RÍMEL,true,"""nombre masculino""","""Cosmético para ennegrecer y endurecer las pestañas""",5,esp
RIMA,true,"""nombre femenino""","""Identidad de sonidos vocálicos y consonánticos o solo vocálicos a partir de la última vocal acentuada en dos o más versos""",4,esp
RITÓN,true,"""nombre masculino""","""Vaso a menudo en forma de cuerno o de cabeza de animal usado en la antigüedad para beber""",5,esp
RIZÓN,true,"""nombre masculino""","""Ancla de tres uñas ancla áncora""",5,esp
REÍR,true,"""verbo transitivo""","""Celebrar con risa algo celebrar festejar aplaudir""",4,esp
ROBÍN,true,"""nombre masculino""","""Orín o herrumbre de los metales rubín2 orín1 óxido herrumbre""",5,esp
BOCEAR,true,"""verbo intransitivo""","""mover los labios el caballo""",6,esp
ROCE,true,"""nombre masculino""","""Acción y efecto de rozar o rozarse rozamiento fricción""",4,esp
FOCIO,true,"""adjetivo""","""Natural de la región de""",5,esp
ROCHE,true,"""nombre masculino coloquial""","""Cosa notoria o visible""",5,esp
ROCÍN,true,"""nombre masculino""","""Caballo de mala traza basto y de poca alzada caballo jaco1 matalón jamelgo penco""",5,esp
ROCIAR,true,"""verbo transitivo""","""Esparcir en gotas menudas agua u otro líquido asperjar pulverizar regar salpicar asperger""",6,esp
ROER,true,"""verbo transitivo""","""Dicho de un animal Cortar menuda y superficialmente con los dientes u otros órganos bucales análogos el alimento mordisquear carcomer apolillar""",4,esp
BOGA,true,"""nombre femenino""","""Pez teleósteo fisóstomo que puede alcanzar de largo aunque comúnmente es menor de color plateado y con aletas casi blancas que abunda en los ríos españoles y es comestible madrilla""",4,esp
ROGAR,true,"""verbo transitivo""","""Pedir algo a alguien como gracia o favor Rogamos atención implorar suplicar pedir orar deprecar conceder""",5,esp
ROBAR,true,"""verbo transitivo""","""Quitar o tomar para sí con violencia o con fuerza lo ajeno restituir devolver""",5,esp
ROMÁN,true,"""nombre masculino desusado""","""Lengua romance""",5,esp
ROMÍN,true,"""adjetivo""","""que profesa la fe de Cristo cristiano""",5,esp
FOMI,true,"""nombre masculino""","""Producto industrial de látex o sintético esponjoso y blando""",4,esp
COMPI,true,"""nombre masculino y femenino""","""compañero""",5,esp
ROÑA,true,"""nombre femenino""","""Porquería y suciedad pegada fuertemente porquería suciedad asquerosidad mugre""",4,esp
ROÑÍA,true,"""nombre femenino""","""manía ojeriza tirria roña""",5,esp
ROPÓN,true,"""nombre masculino""","""Especie de acolchado que se hace cosiendo unas telas gordas sobre otras o poniéndolas dobladas""",5,esp
ROSÓN,true,"""nombre masculino""","""rezno.""",5,esp
ROSTIR,true,"""verbo transitivo""","""Asar o tostar""",6,esp
ROZÓN,true,"""nombre masculino""","""Especie de guadaña tosca corta gruesa y ancha que sujeta a un mango largo sirve para rozar árgoma zarzas címbara""",5,esp
RÚBEO,true,"""adjetivo poco usado""","""rojizo rubescente""",5,esp
RUBÍN,true,"""nombre masculino""","""rubí carbúnculo carbunclo""",5,esp
BUBI,true,"""adjetivo""","""Dicho de una persona De la población indígena de la isla de antes perteneciente a la""",4,esp
CUCAR,true,"""verbo transitivo""","""cerrar un ojo momentáneamente guiñar bizquear""",5,esp
RUFÓN,true,"""nombre masculino""","""Eslabón con que se saca fuego""",5,esp
REGIO,true,"""adjetivo""","""perteneciente al rey real2 imperial palatino2 principesco""",5,esp
RUAR,true,"""verbo intransitivo""","""Andar por las calles y otros sitios públicos a pie a caballo o en coche Ruar calles""",4,esp
RUBIA,true,"""nombre femenino""","""Planta vivaz de la familia de las rubiáceas con tallo cuadrado voluble espinoso y de uno a dos metros de longitud hojas lanceoladas con espinas en el margen en verticilos cuádruples o séxtuples flores pequeñas amarillentas en racimos axilares o terminales fruto carnoso de color negro con dos semillas y raíces delgadas largas y rojizas que es originaria de Oriente y se cultiva en por la utilidad de la raíz que después de seca y pulverizada sirve para preparar una sustancia colorante roja muy usada en tintorería granza1""",5,esp
RUBIO,true,"""adjetivo""","""Dicho de un color Amarillento parecido al oro amarillo amarillento dorado oro áureo""",5,esp
RUÑIR,true,"""verbo transitivo""","""agujerear agujerar""",5,esp
BUQUE,true,"""nombre masculino""","""Barco de gran tonelaje con cubierta o cubiertas Buque de guerra cisterna barco embarcación navío nave nao bajel""",5,esp
RUSTIR,true,"""verbo transitivo""","""tostar asar tatemar""",6,esp
BUTEN,true,"""locución adjetiva""","""Muy bueno""",5,esp
CUTE,true,"""nombre masculino""","""zopilote sopilote jote gallinazo zamuro chulo samuro urubú""",4,esp
SACÓN,true,"""adjetivo""","""chismoso chismero argüendero boquiflojo chambroso conventillero faruscas chimiscolero""",5,esp
SALÓN,true,"""nombre masculino""","""En una casa habitación principal en que se suele recibir a las visitas y que generalmente sirve de comedor y cuarto de estar sala habitación pieza cuarto aposento""",5,esp
SAMÁN,true,"""nombre masculino""","""Árbol americano de la familia de las mimosáceas de hasta de altura copa ancha y frondosa hojas algo pilosas y flores rosadas que crece en tierras calientes""",5,esp
SANEAR,true,"""verbo transitivo""","""Afianzar o asegurar la reparación o satisfacción del daño que puede sobrevenir""",6,esp
CANJE,true,"""nombre masculino""","""Intercambio de personas o cosas Canje de prisioneros de notas diplomáticas de títulos bursátiles intercambio concambio cambio permuta trueque""",5,esp
BANJO,true,"""nombre masculino""","""banyo""",5,esp
SARÁN,true,"""nombre masculino""","""Cesto ordinario hecho de madera de castaño""",5,esp
SARIÁ,true,"""nombre femenino""","""chuna chuña1""",5,esp
SATÁN,true,"""nombre masculino""","""Persona diabólica Es un satán satanás maligno lucifer diablo demonio""",5,esp
SATÉN,true,"""nombre masculino""","""Tejido parecido al raso satín raso""",5,esp
SATÍN,true,"""nombre masculino""","""satén raso""",5,esp
SAUDÍ,true,"""adjetivo""","""Natural de o país de""",5,esp
SÁXEO,true,"""adjetivo""","""De piedra""",5,esp
SAYÓN,true,"""nombre masculino""","""Verdugo que ejecutaba las penas a que eran condenados los reos verdugo ejecutor""",5,esp
SAZÓN,true,"""nombre femenino""","""Punto o madurez de las cosas o estado de perfección en su línea madurez perfección punto culminación granazón plenitud lozanía""",5,esp
SEMIS,true,"""nombre masculino""","""Moneda romana que valía medio as""",5,esp
SECÓN,true,"""nombre masculino""","""Panal de cera sin miel""",5,esp
SEGRÍ,true,"""nombre masculino""","""Tela de seda fuerte y labrada que se usó para vestidos de señora""",5,esp
PEGUE,true,"""nombre masculino""","""ocupación retribuida trabajo brete1 camello currelo hueso laburo machete obligación pega1 curro3""",5,esp
LEGUI,true,"""nombre masculino""","""Polaina de cuero o de tela de una sola pieza""",5,esp
SEGÚN,true,"""preposición""","""Conforme o con arreglo a Según la ley Según arte Según eso""",5,esp
SEIBÓ,true,"""nombre masculino""","""mueble aparador cristalera trinchero""",5,esp
ENTO,true,"""sufijo""","""En adjetivos indica estado físico o condición Aparece más frecuentemente en la forma Calenturiento mugriento hambriento sangriento avariento""",4,esp
DENTE,true,"""locución adjetiva""","""Dicho de los tallarines los macarrones Cocidos de manera que conserven una cierta consistencia""",5,esp
DENTO,true,"""elemento compositivo""","""Indica localización o carácter dentales Dentoalveolar""",5,esp
MERAR,true,"""verbo transitivo""","""Mezclar un licor con otro particularmente agua con vino para aumentarle la virtud y calidad o para templársela mezclar aguar amerar bautizar""",5,esp
SERÓN,true,"""nombre masculino""","""Sera más larga que ancha que sirve regularmente para carga de una caballería sera""",5,esp
ERRAR,true,"""verbo transitivo""","""No acertar algo Errar el blanco la vocación Errar en la respuesta equivocar fallar2 confundir desacertar desbarrar1 marrar engañarse acertar atinar""",5,esp
SERVIL,true,"""adjetivo""","""Perteneciente o relativo a los siervos y criados""",6,esp
SESÉN,true,"""nombre masculino""","""Moneda de que equivalía a seis maravedís burgaleses seisén sesena""",5,esp
SÉSIL,true,"""adjetivo""","""Dicho de un órgano o de un organismo Sujeto al sustrato""",5,esp
SIFÓN,true,"""nombre masculino""","""Tubo encorvado que sirve para sacar líquidos del vaso que los contiene haciéndolos pasar por un punto superior a su nivel tubo""",5,esp
SIFUÉ,true,"""nombre masculino""","""sobrecincha sobrecincho""",5,esp
SICU,true,"""nombre masculino""","""Instrumento musical de viento compuesto por una doble hilera de tubos de longitud decreciente sicuri""",4,esp
SÍLEX,true,"""nombre masculino""","""variedad de cuarzo pedernal moleña cuarzo sílice""",5,esp
SÍMIL,true,"""adjetivo poco usado""","""que semeja semejante similar parecido hecho""",5,esp
SIMÓN,true,"""nombre masculino poco usado""","""coche de plaza.""",5,esp
SIMÚN,true,"""nombre masculino""","""Viento abrasador que suele soplar en los desiertos de y de siroco ventarrón sudeste jaloque""",5,esp
SIRÍN,true,"""nombre masculino""","""Nombre genérico de cuatro variedades de arbusto a veces árboles de la familia de las melastomatáceas que suelen tener flores blancas en panículas frutos en baya o globosos jugosos comestibles y con semillas de color rojo o azulado zarcil""",5,esp
SISÓN,true,"""nombre masculino""","""Ave gruiforme de unos de largo cabeza pequeña pico y patas amarillos plumaje leonado con rayas negras en la espalda y la cabeza y blanco en el vientre y en los bordes de las alas y la cola gallarón""",5,esp
SIGUA,true,"""nombre femenino""","""árbol lauráceo cigua""",5,esp
SEGUIR,true,"""verbo transitivo""","""Ir después o detrás de alguien suceder subseguir preceder anteceder""",6,esp
LITUO,true,"""nombre masculino""","""Cayado o báculo que usaban los augures como insignia de su dignidad""",5,esp
SOBÓN,true,"""adjetivo coloquial""","""Muy aficionado a manosear manoseador tocón2 sobachetos sobijón""",5,esp
BOFARSE,true,"""verbo pronominal""","""Dicho de una cosa Esponjarse ponerse fofa""",7,esp
SOFÁ,true,"""nombre masculino""","""Asiento cómodo para dos o más personas que tiene respaldo y brazos diván canapé""",4,esp
SOGÚN,true,"""nombre masculino""","""Título de los personajes que gobernaban el en representación del emperador""",5,esp
MOLDAR,true,"""verbo transitivo""","""Ajustar algo a un molde""",6,esp
MOLDE,true,"""nombre masculino""","""Pieza en que se hace en hueco la forma que quiere darse en sólido a la materia que se vacía en él un metal un plástico matriz patrón horma modelo troquel forma mascarilla módulo""",5,esp
BOLDO,true,"""nombre masculino""","""Árbol de la familia de las monimiáceas originario de cuyas hojas tienen propiedades medicinales y se toman a menudo en infusión""",5,esp
SOLÉN,true,"""adjetivo desusado""","""solemne.""",5,esp
SALTAR,true,"""verbo transitivo""","""Salvar de un salto un espacio o distancia Saltar una zanja""",6,esp
SALIR,true,"""verbo intransitivo""","""Pasar de dentro afuera abandonar dejar entrar""",5,esp
BON,true,"""adjetivo desusado""","""bueno.""",3,esp
