word,status,qualification,definition,length,language,,
AFATA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de afatar.""",5,esp,,
AFATE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de afatar.""",5,esp,,
AFATO,null,N/A,"""N/A""",5,esp,,
AFEAD,true,verbo transitivo,"""1. Hacer o poner feo a alguien o algo embellecer embellecer""",5,esp,,
AFEAN,true,verbo transitivo,"""1. Hacer o poner feo a alguien o algo embellecer embellecer""",5,esp,,
AFEAR,true,Verbo transitivo,"""Volver feo o desagradable.""",5,esp,,
AFEAS,true,verbo transitivo,"""1. Hacer o poner feo a alguien o algo embellecer embellecer""",5,esp,,
AFEEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de afear.""",5,esp,,
AFEES,true,verbo transitivo,"""1. Hacer o poner feo a alguien o algo embellecer embellecer""",5,esp,,
AFIAR,true,verbo transitivo desusado,"""1. Dar a alguien fe o palabra de seguridad de no hacerle daño según lo practicaban antiguamente los hijosdalgo""",5,esp,,
AFICE,null,N/A,"""N/A""",5,esp,,
AFIJA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de afijar.""",5,esp,,
AFIJO,true,Forma verbal,""" del  de participio de afijar.""",5,esp,,
AFILA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de afilar.""",5,esp,,
AFILE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de afilar.""",5,esp,,
AFILO,true,adjetivo,"""1. Que no tiene hojas""",5,esp,,
AFINA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de afinar.""",5,esp,,
AFINE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de afinar.""",5,esp,,
AFINO,true,nombre masculino,"""1. Proceso mediante el cual se eliminan las impurezas que perjudican al empleo industrial de los metales o se reducen a su forma menos nociva""",5,esp,,
AFIZO,null,N/A,"""N/A""",5,esp,,
AFLUI,true,Forma verbal,"""Primera persona del singular del pretérito perfecto simple de indicativo de afluir.""",5,esp,,
AFOCA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de afocar.""",5,esp,,
AFOCO,true,verbo transitivo,"""1. centrar la imagen enfocar enfocar""",5,esp,,
AFOFA,true,verbo pronominal,"""1. Ponerse fofo""",5,esp,,
AFOFE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de afofarse.""",5,esp,,
AFOFO,true,verbo pronominal,"""1. Ponerse fofo""",5,esp,,
AFOGA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de afogar.""",5,esp,,
AFOGO,null,N/A,"""N/A""",5,esp,,
AFONA,null,N/A,"""N/A""",5,esp,,
AFONO,null,N/A,"""N/A""",5,esp,,
AFORA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de aforar.""",5,esp,,
AFORE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de aforar.""",5,esp,,
AFORO,true,Sustantivo masculino,"""Medir la cantidad de agua por unidad de tiempo que llega a un depósito, por medio de la diferencia de nivel que en este último se produce.""",5,esp,,
AFOSA,true,verbo pronominal,"""1. Defenderse haciendo algún foso""",5,esp,,
AFOSE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de afosarse.""",5,esp,,
AFOSO,true,verbo pronominal,"""1. Defenderse haciendo algún foso""",5,esp,,
AFTAS,true,nombre femenino,"""1. Úlcera pequeña blanquecina que se forma durante el curso de ciertas enfermedades en la mucosa de la boca o de otras partes del tubo digestivo o en la mucosa genital llaga llaga úlcera úlcera pústula pústula""",5,esp,,
AFUFA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de afufar.""",5,esp,,
AFUFE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de afufar.""",5,esp,,
AFUFO,null,N/A,"""N/A""",5,esp,,
AFUMA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de afumar.""",5,esp,,
AFUME,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de afumar.""",5,esp,,
AFUMO,null,N/A,"""N/A""",5,esp,,
AGACE,true,adjetivo,"""1. Dicho de una persona De un pueblo indio americano que vivía en la desembocadura del río""",5,esp,,
AGAMI,null,N/A,"""N/A""",5,esp,,
AGANA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de aganar.""",5,esp,,
AGANE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de aganar.""",5,esp,,
AGANO,null,N/A,"""N/A""",5,esp,,
AGAPE,true,Sustantivo masculino,"""Rito paleocristiano, inicialmente vinculado al sacramento de la eucaristía, que incluía una comida colectiva de los fieles""",5,esp,,
AGATA,null,N/A,"""N/A""",5,esp,,
AGAVE,true,nombre masculino o femenino,"""1. pita1 pita1 maguey maguey""",5,esp,,
AGIOS,true,nombre masculino,"""1. Beneficio que se obtiene del cambio de la moneda o de descontar letras pagarés""",5,esp,,
AGITA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de agitar.""",5,esp,,
AGITE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de agitar.""",5,esp,,
AGITO,true,verbo transitivo,"""1. Mover con frecuencia y violentamente de un lado a otro sacudir sacudir revolver revolver mover mover alterar alterar traquetear traquetear zarandear zarandear temblar temblar vibrar vibrar oscilar oscilar alebrestarse alebrestarse tranquilizar tranquilizar calmar calmar serenar serenar aquietar aquietar""",5,esp,,
AGNUS,true,nombre masculino,"""1. agnusdéi agnusdéi agnus Dei agnus Dei""",5,esp,,
AGOLA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de agolar.""",5,esp,,
AGOLE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de agolar.""",5,esp,,
AGOLO,true,verbo transitivo,"""1. Recoger velas""",5,esp,,
AGORA,true,Sustantivo femenino,"""Historia: En Atenas antigua plaza del mercado para las actividades comerciales.""",5,esp,,
AGORE,null,N/A,"""N/A""",5,esp,,
AGORO,null,N/A,"""N/A""",5,esp,,
AGOTA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de agotar.""",5,esp,,
AGOTE,true,Adjetivo,"""Persona originaria o habitante de un pueblo del valle de Baztán, en Navarra, España.""",5,esp,,
AGOTO,true,verbo transitivo,"""1. Extraer todo el líquido contenido en un recipiente secar secar vaciar vaciar terminar terminar consumir consumir acabar acabar agostar agostar concluir concluir apurar apurar arruinar arruinar extinguir extinguir gastar gastar llenar llenar colmar colmar""",5,esp,,
AGRAS,true,nombre masculino,"""1. Campo tierra de labranza campo campo tierra tierra terreno terreno""",5,esp,,
AGRAZ,true,Adjetivo,"""Que no está maduro.""",5,esp,,
AGRES,true,adjetivo desusado,"""1. áspero y penetrante""",5,esp,,
AGRIA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de agriar.""",5,esp,,
AGRIE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de agriar.""",5,esp,,
AGRIO,true,Adjetivo,"""Que tiene sabor u olor ácido, como el del limón o el vinagre, producido por la concentración de iones hidronios.""",5,esp,,
AGROR,true,nombre masculino,"""1. sabor ácido agrura agrura""",5,esp,,
AGROS,true,nombre masculino,"""1. Campo tierra de labranza campo campo tierra tierra terreno terreno""",5,esp,,
AGUAD,true,verbo transitivo,"""1. Mezclar agua con otro líquido generalmente vino casi siempre para rebajarlo o con otra sustancia diluir1 diluir1 aclarar aclarar disolver disolver achirlar achirlar""",5,esp,,
AGUAI,true,Sustantivo masculino,"""Árboles: (Pouteria salicifolia) Árbol de la familia de las sapotáceas.""",5,esp,,
AGUAN,true,verbo transitivo,"""1. Mezclar agua con otro líquido generalmente vino casi siempre para rebajarlo o con otra sustancia diluir1 diluir1 aclarar aclarar disolver disolver achirlar achirlar""",5,esp,,
AGUAR,true,Verbo transitivo,"""Mezclar un líquido con agua, para reducir su intensidad o propiedades""",5,esp,,
AGUAS,true,Forma sustantiva femenina,"""Forma del plural de agua.""",5,esp,,
AGUAY,true,Sustantivo masculino,"""Árboles: (Pouteria salicifolia) Árbol de la familia de las sapotáceas.""",5,esp,,
AGUCE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de aguzar.""",5,esp,,
AGUDA,true,adjetivo,"""1. Puntiagudo punzante afilado puntiagudo puntiagudo punzante punzante afilado afilado romo romo""",5,esp,,
AGUDO,true,Adjetivo,"""Que tiene punta, filo, corte, etcétera; sumamente fino y adelgazado, especialmente hablando de armas blancas, de instrumentos, etc.""",5,esp,,
AGUEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de aguar.""",5,esp,,
AGUES,null,N/A,"""N/A""",5,esp,,
AGUIN,null,N/A,"""N/A""",5,esp,,
AGUIO,null,N/A,"""N/A""",5,esp,,
AGUJA,true,Sustantivo femenino,"""Barrita puntiaguda de metal, hueso o madera con un ojo por donde se pasa el hilo, cuerda, etc., con que se cose, borda o teje""",5,esp,,
AGUTI,null,N/A,"""N/A""",5,esp,,
AGUZA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de aguzar.""",5,esp,,
AGUZO,true,nombre masculino,"""1. gabuzo gabuzo""",5,esp,,
AHAJA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ahajar.""",5,esp,,
AHAJE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ahajar.""",5,esp,,
AHAJO,null,N/A,"""N/A""",5,esp,,
AHIJA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ahijar.""",5,esp,,
AHIJE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ahijar.""",5,esp,,
AHIJO,null,N/A,"""N/A""",5,esp,,
AHILA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ahilar.""",5,esp,,
AHILE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ahilar.""",5,esp,,
AHILO,null,N/A,"""N/A""",5,esp,,
AHINA,null,N/A,"""N/A""",5,esp,,
AHITA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ahitar.""",5,esp,,
AHITE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ahitar.""",5,esp,,
AHITO,true,Adjetivo,"""Que ha satisfecho en demasía alguna apetencia, en particular de alimento""",5,esp,,
AHOGA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ahogar.""",5,esp,,
AHOGO,true,nombre masculino,"""1. Opresión y fatiga en el pecho que impide respirar con libertad ahoguío ahoguío asfixia asfixia fatiga fatiga ahogamiento ahogamiento sofocación sofocación sofoco sofoco asma asma""",5,esp,,
AHORA,true,Adverbio de tiempo,"""En este instante, en este momento, en el momento actual.""",5,esp,,
AHOYA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ahoyar.""",5,esp,,
AHOYE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ahoyar.""",5,esp,,
AHOYO,true,verbo intransitivo,"""1. Hacer hoyos""",5,esp,,
AHUMA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ahumar.""",5,esp,,
AHUME,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ahumar.""",5,esp,,
AHUMO,null,N/A,"""N/A""",5,esp,,
AHUSA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ahusar.""",5,esp,,
AHUSE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ahusar.""",5,esp,,
AHUSO,null,N/A,"""N/A""",5,esp,,
AILLO,null,N/A,"""N/A""",5,esp,,
AILLU,true,nombre masculino,"""1. y Cada uno de los grupos en que se divide una comunidad indígena cuyos componentes son generalmente de un linaje""",5,esp,,
AINAS,null,N/A,"""N/A""",5,esp,,
AIRAD,true,verbo transitivo,"""1. Mover a ira encolerizar encolerizar enfurecer enfurecer irritar1 irritar1 enojar enojar enfadar enfadar exasperar exasperar encorajinar encorajinar excitar excitar violentar violentar alterar alterar agitar agitar desasosegar desasosegar cabrear cabrear templar templar""",5,esp,,
AIRAN,null,N/A,"""N/A""",5,esp,,
AIRAR,true,verbo transitivo,"""1. Mover a ira encolerizar encolerizar enfurecer enfurecer irritar1 irritar1 enojar enojar enfadar enfadar exasperar exasperar encorajinar encorajinar excitar excitar violentar violentar alterar alterar agitar agitar desasosegar desasosegar cabrear cabrear templar templar""",5,esp,,
AIRAS,null,N/A,"""N/A""",5,esp,,
AIREA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de airear.""",5,esp,,
AIREE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de airear.""",5,esp,,
AIREN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de airar.""",5,esp,,
AIREO,true,nombre masculino,"""1. Acción de airear o airearse""",5,esp,,
AIRES,true,nombre masculino,"""1. Gas que constituye la atmósfera terrestre formado principalmente de oxígeno y nitrógeno y con otros componentes como el dióxido de carbono y el vapor de agua""",5,esp,,
AIRON,true,Sustantivo masculino,"""Aves: Garza real.""",5,esp,,
AISAS,true,nombre femenino,"""1. Derrumbe que en el interior de una mina obstruye la salida al exterior""",5,esp,,
AISLA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de aislar.""",5,esp,,
AISLE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de aislar.""",5,esp,,
AISLO,null,N/A,"""N/A""",5,esp,,
AITES,null,N/A,"""N/A""",5,esp,,
AJABA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de indicativo de ajar.""",5,esp,,
AJADA,true,nombre femenino,"""1. azada azada azadón azadón lampa lampa jada jada""",5,esp,,
AJADO,true,adjetivo desusado,"""1. Que tiene ajos""",5,esp,,
AJAIS,null,N/A,"""N/A""",5,esp,,
AJAJA,null,N/A,"""N/A""",5,esp,,
AJARA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de subjuntivo de ajar.""",5,esp,,
AJARE,true,Forma verbal,"""Primera persona del singular del futuro de subjuntivo de ajar.""",5,esp,,
AJASE,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de subjuntivo de ajar.""",5,esp,,
AJEAD,true,verbo intransitivo,"""1. Dicho de una perdiz Repetir como quejándose cuando se ve acosada serrar serrar""",5,esp,,
AJEAN,true,verbo intransitivo,"""1. Dicho de una perdiz Repetir como quejándose cuando se ve acosada serrar serrar""",5,esp,,
AJEAR,true,verbo intransitivo,"""1. Dicho de una perdiz Repetir como quejándose cuando se ve acosada serrar serrar""",5,esp,,
AJEAS,null,N/A,"""N/A""",5,esp,,
AJEBE,true,nombre masculino desusado,"""1. alumbre""",5,esp,,
AJEEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de ajear.""",5,esp,,
AJEES,true,verbo intransitivo,"""1. Dicho de una perdiz Repetir como quejándose cuando se ve acosada serrar serrar""",5,esp,,
AJEIS,null,N/A,"""N/A""",5,esp,,
AJENA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de ajenar.""",5,esp,,
AJENO,true,Adjetivo,"""Que pertenece o es propio de otra persona.""",5,esp,,
AJEOS,true,nombre masculino,"""1. Acción de""",5,esp,,
AJERA,true,nombre masculino y femenino,"""1. Persona que vende ajos""",5,esp,,
AJERO,true,Sustantivo femenino y masculino,"""Ocupaciones: Persona que vende ajos.""",5,esp,,
AJETE,true,Sustantivo masculino,"""Condimentos: Ajo tierno que aún no ha echado cepa o cabeza.""",5,esp,,
AJICE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de ajizar.""",5,esp,,
AJIES,null,N/A,"""N/A""",5,esp,,
AJIPA,true,Sustantivo femenino,"""Plantas: (Pachyrhizus ahipa) Planta de la familia de las fabáceas, nativa de la región andina, y cultivada desde época precolombina por su raíz tuberosa, rica en hidratos. Es una hierba perenne, de tallo erecto de hasta 2 m de altura, con hojas pinnadas, inflorescencias terminales de flores cigomorfas que fructifican dando legumbres de color pardo a negruzco. Los tubérculos son pequeños, de piel amarilla y muy crujientes""",5,esp,,
